Date,SMA
2025-01-03,591.3992
2025-01-02,591.1879
2024-12-31,591.1290
2024-12-30,591.0605
2024-12-27,590.9045
2024-12-26,590.6117
2024-12-24,590.1420
2024-12-23,589.7637
2024-12-20,589.4231
2024-12-19,589.0845
2024-12-18,588.9059
2024-12-17,588.6446
2024-12-16,587.9172
2024-12-13,587.2432
2024-12-12,586.5179
2024-12-11,585.8108
2024-12-10,585.0366
2024-12-09,584.4577
2024-12-06,583.7957
2024-12-05,583.0879
2024-12-04,582.3579
2024-12-03,581.6331
2024-12-02,580.9506
2024-11-29,580.2453
2024-11-27,579.5811
2024-11-26,578.8008
2024-11-25,578.0173
2024-11-22,577.2914
2024-11-21,576.5893
2024-11-20,575.8659
2024-11-19,575.1128
2024-11-18,574.2519
2024-11-15,573.3865
2024-11-14,572.4487
2024-11-13,571.5433
2024-11-12,570.5879
2024-11-11,569.6608
2024-11-08,568.9271
2024-11-07,568.0988
2024-11-06,567.3210
2024-11-05,566.6991
2024-11-04,566.3477
2024-11-01,566.1603
2024-10-31,565.8310
2024-10-30,565.6369
2024-10-29,565.1780
2024-10-28,564.7021
2024-10-25,564.1396
2024-10-24,563.5882
2024-10-23,562.8475
2024-10-22,562.0978
2024-10-21,561.0676
2024-10-18,560.0256
2024-10-17,558.9180
2024-10-16,557.6167
2024-10-15,556.3859
2024-10-14,555.1104
2024-10-11,554.0529
2024-10-10,553.2908
2024-10-09,552.7524
2024-10-08,552.0189
2024-10-07,551.4193
2024-10-04,550.9204
2024-10-03,550.1984
2024-10-02,549.6353
2024-10-01,549.3009
2024-09-30,548.9886
2024-09-27,548.4613
2024-09-26,548.0526
2024-09-25,547.7125
2024-09-24,547.5747
2024-09-23,547.3457
2024-09-20,547.1186
2024-09-19,546.8500
2024-09-18,546.6580
2024-09-17,546.5471
2024-09-16,546.3923
2024-09-13,546.2293
2024-09-12,546.0197
2024-09-11,545.8194
2024-09-10,545.6389
2024-09-09,545.5481
2024-09-06,545.5473
2024-09-05,545.6497
2024-09-04,545.5547
2024-09-03,545.3915
2024-08-30,545.2411
2024-08-29,544.8746
2024-08-28,544.6436
2024-08-27,544.3860
2024-08-26,543.9780
2024-08-23,543.5788
2024-08-22,543.1315
2024-08-21,542.7141
2024-08-20,542.1838
2024-08-19,541.6590
2024-08-16,541.1290
2024-08-15,540.7045
2024-08-14,540.1802
2024-08-13,539.8295
2024-08-12,539.5042
2024-08-09,539.2589
2024-08-08,539.0883
2024-08-07,539.0377
2024-08-06,539.2181
2024-08-05,539.2601
2024-08-02,539.4736
2024-08-01,539.4090
2024-07-31,539.1177
2024-07-30,538.6594
2024-07-29,538.3610
2024-07-26,538.0295
2024-07-25,537.5759
2024-07-24,537.1948
2024-07-23,536.7562
2024-07-22,536.0550
2024-07-19,535.2775
2024-07-18,534.6114
2024-07-17,533.8612
2024-07-16,532.9213
2024-07-15,531.7000
2024-07-12,530.4522
2024-07-11,529.2672
2024-07-10,528.3121
2024-07-09,527.2251
2024-07-08,526.1530
2024-07-05,525.1296
2024-07-03,524.1236
2024-07-02,523.0635
2024-07-01,521.9616
2024-06-28,521.0191
2024-06-27,520.1192
2024-06-26,519.2357
2024-06-25,518.3874
2024-06-24,517.6794
2024-06-21,517.1546
2024-06-20,516.5178
2024-06-18,515.9695
2024-06-17,515.3798
2024-06-14,514.8119
2024-06-13,514.2234
2024-06-12,513.7670
2024-06-11,513.3209
2024-06-10,513.0279
2024-06-07,512.7785
2024-06-06,512.5638
2024-06-05,512.2498
2024-06-04,511.9547
2024-06-03,511.8125
2024-05-31,511.7015
2024-05-30,511.5651
2024-05-29,511.4284
2024-05-28,511.1661
2024-05-24,510.7703
2024-05-23,510.4515
2024-05-22,510.2217
2024-05-21,509.9313
2024-05-20,509.5020
2024-05-17,509.1071
2024-05-16,508.7852
2024-05-15,508.3786
2024-05-14,507.8996
2024-05-13,507.6500
2024-05-10,507.4587
2024-05-09,507.1745
2024-05-08,506.8677
2024-05-07,506.6332
2024-05-06,506.3811
2024-05-03,506.1769
2024-05-02,506.0705
2024-05-01,505.8849
2024-04-30,505.7831
2024-04-29,505.7033
2024-04-26,505.5128
2024-04-25,505.2901
2024-04-24,505.0732
2024-04-23,504.9545
2024-04-22,504.8354
2024-04-19,504.7769
2024-04-18,504.8043
2024-04-17,504.6641
2024-04-16,504.4752
2024-04-15,504.2628
2024-04-12,503.9305
2024-04-11,503.3466
2024-04-10,502.7793
2024-04-09,502.2963
2024-04-08,501.6341
2024-04-05,500.9960
2024-04-04,500.3115
2024-04-03,499.7228
2024-04-02,498.9806
2024-04-01,498.2296
2024-03-28,497.2955
2024-03-27,496.2604
2024-03-26,495.2755
2024-03-25,494.4115
2024-03-22,493.5220
2024-03-21,492.6081
2024-03-20,491.6217
2024-03-19,490.6835
2024-03-18,489.7080
2024-03-15,488.7762
2024-03-14,487.9343
2024-03-13,487.0990
2024-03-12,486.2961
2024-03-11,485.5044
2024-03-08,484.8178
2024-03-07,484.1056
2024-03-06,483.2928
2024-03-05,482.5612
2024-03-04,481.7926
2024-03-01,481.0529
2024-02-29,480.2456
2024-02-28,479.4804
2024-02-27,478.7664
2024-02-26,478.0095
2024-02-23,477.1452
2024-02-22,476.2027
2024-02-21,475.2319
2024-02-20,474.4256
2024-02-16,473.5599
2024-02-15,472.6761
2024-02-14,471.7447
2024-02-13,470.9286
2024-02-12,470.1481
2024-02-09,469.1961
2024-02-08,468.2461
2024-02-07,467.3441
2024-02-06,466.4625
2024-02-05,465.6568
2024-02-02,464.8450
2024-02-01,464.0170
2024-01-31,463.2226
2024-01-30,462.5419
2024-01-29,461.6922
2024-01-26,460.8163
2024-01-25,459.8487
2024-01-24,458.8771
2024-01-23,457.8245
2024-01-22,456.8494
2024-01-19,455.8959
2024-01-18,454.9381
2024-01-17,454.0780
2024-01-16,453.2235
2024-01-12,452.1576
2024-01-11,450.9694
2024-01-10,449.7363
2024-01-09,448.4026
2024-01-08,447.1586
2024-01-05,445.9987
2024-01-04,445.0902
2024-01-03,444.1321
2024-01-02,443.1585
2023-12-29,442.2117
2023-12-28,441.2868
2023-12-27,440.4489
2023-12-26,439.6149
2023-12-22,438.7086
2023-12-21,437.8843
2023-12-20,437.1310
2023-12-19,436.4305
2023-12-18,435.5557
2023-12-15,434.6835
2023-12-14,433.7644
2023-12-13,432.8331
2023-12-12,431.8712
2023-12-11,431.1477
2023-12-08,430.4690
2023-12-07,429.8459
2023-12-06,429.2130
2023-12-05,428.6450
2023-12-04,428.1658
2023-12-01,427.6491
2023-11-30,427.1041
2023-11-29,426.7548
2023-11-28,426.5208
2023-11-27,426.2986
2023-11-24,426.0801
2023-11-22,425.9514
2023-11-21,425.7528
2023-11-20,425.5784
2023-11-17,425.4327
2023-11-16,425.2979
2023-11-15,425.1610
2023-11-14,425.0617
2023-11-13,425.0403
2023-11-10,425.2251
2023-11-09,425.3851
2023-11-08,425.6912
2023-11-07,425.8940
2023-11-06,425.9777
2023-11-03,426.0311
2023-11-02,426.0438
2023-11-01,426.2541
2023-10-31,426.5281
2023-10-30,426.9131
2023-10-27,427.2938
2023-10-26,427.7670
2023-10-25,428.2690
2023-10-24,428.7363
2023-10-23,429.1864
2023-10-20,429.6507
2023-10-19,430.1056
2023-10-18,430.4544
2023-10-17,430.7876
2023-10-16,431.0450
2023-10-13,431.2255
2023-10-12,431.5352
2023-10-11,431.8276
2023-10-10,432.1921
2023-10-09,432.6173
2023-10-06,433.0698
2023-10-05,433.4895
2023-10-04,434.0675
2023-10-03,434.6409
2023-10-02,435.2505
2023-09-29,435.7080
2023-09-28,436.1621
2023-09-27,436.6550
2023-09-26,437.1766
2023-09-25,437.6360
2023-09-22,437.9399
2023-09-21,438.2848
2023-09-20,438.5413
2023-09-19,438.5855
2023-09-18,438.4948
2023-09-15,438.3642
2023-09-14,438.2604
2023-09-13,438.1187
2023-09-12,438.0654
2023-09-11,438.0123
2023-09-08,437.8097
2023-09-07,437.6308
2023-09-06,437.4607
2023-09-05,437.1710
2023-09-01,436.8569
2023-08-31,436.5692
2023-08-30,436.2672
2023-08-29,435.9962
2023-08-28,435.8061
2023-08-25,435.7707
2023-08-24,435.6842
2023-08-23,435.6480
2023-08-22,435.4355
2023-08-21,435.2425
2023-08-18,435.0112
2023-08-17,434.7852
2023-08-16,434.5921
2023-08-15,434.3153
2023-08-14,433.9908
2023-08-11,433.4449
2023-08-10,432.8697
2023-08-09,432.3348
2023-08-08,431.8000
2023-08-07,431.1016
2023-08-04,430.2952
2023-08-03,429.6239
2023-08-02,429.0045
2023-08-01,428.3565
2023-07-31,427.5960
2023-07-28,426.7318
2023-07-27,425.7873
2023-07-26,424.9835
2023-07-25,424.0929
2023-07-24,423.2141
2023-07-21,422.3737
2023-07-20,421.5355
2023-07-19,420.7325
2023-07-18,419.8682
2023-07-17,418.8773
2023-07-14,418.0085
2023-07-13,417.2252
2023-07-12,416.5277
2023-07-11,415.9078
2023-07-10,415.2889
2023-07-07,414.5676
2023-07-06,413.9018
2023-07-05,413.3420
2023-07-03,412.7059
2023-06-30,412.0506
2023-06-29,411.4494
2023-06-28,410.9508
2023-06-27,410.4808
2023-06-26,409.9861
2023-06-23,409.6038
2023-06-22,409.0811
2023-06-21,408.5262
2023-06-20,408.0000
2023-06-16,407.4217
2023-06-15,406.7677
2023-06-14,406.1052
2023-06-13,405.5931
2023-06-12,405.0607
2023-06-09,404.4730
2023-06-08,403.9156
2023-06-07,403.2609
2023-06-06,402.6740
2023-06-05,402.0438
2023-06-02,401.3813
2023-06-01,400.6822
2023-05-31,400.2349
2023-05-30,399.7641
2023-05-26,399.1747
2023-05-25,398.6781
2023-05-24,398.1536
2023-05-23,397.7461
2023-05-22,397.1563
2023-05-19,396.4853
2023-05-18,395.9276
2023-05-17,395.5011
2023-05-16,395.1400
2023-05-15,394.9968
2023-05-12,394.7942
2023-05-11,394.4953
2023-05-10,394.1261
2023-05-09,393.7724
2023-05-08,393.4849
2023-05-05,393.1357
2023-05-04,392.8719
2023-05-03,392.7133
2023-05-02,392.5089
2023-05-01,392.4084
2023-04-28,392.2366
2023-04-27,392.1674
2023-04-26,392.1409
2023-04-25,392.2753
2023-04-24,392.2829
2023-04-21,392.1442
2023-04-20,392.0831
2023-04-19,392.1165
2023-04-18,392.0016
2023-04-17,391.9343
2023-04-14,391.9584
2023-04-13,391.8952
2023-04-12,391.7281
2023-04-11,391.5524
2023-04-10,391.4431
2023-04-06,391.3178
2023-04-05,391.1151
2023-04-04,390.9406
2023-04-03,390.7535
2023-03-31,390.4295
2023-03-30,389.9952
2023-03-29,389.7274
2023-03-28,389.6276
2023-03-27,389.6543
2023-03-24,389.6337
2023-03-23,389.5995
2023-03-22,389.5196
2023-03-21,389.4074
2023-03-20,389.1668
2023-03-17,388.8580
2023-03-16,388.7075
2023-03-15,388.4101
2023-03-14,388.2769
2023-03-13,388.1157
2023-03-10,387.9465
2023-03-09,387.8588
2023-03-08,387.6905
2023-03-07,387.3365
2023-03-06,387.1024
2023-03-03,386.6370
2023-03-02,386.1669
2023-03-01,385.8841
2023-02-28,385.7496
2023-02-27,385.7748
2023-02-24,385.8211
2023-02-23,385.8352
2023-02-22,385.6562
2023-02-21,385.5758
2023-02-17,385.4251
2023-02-16,385.1285
2023-02-15,384.9235
2023-02-14,384.7494
2023-02-13,384.6105
2023-02-10,384.4736
2023-02-09,384.1889
2023-02-08,383.9358
2023-02-07,383.7378
2023-02-06,383.4532
2023-02-03,383.2241
2023-02-02,382.8432
2023-02-01,382.4040
2023-01-31,382.0464
2023-01-30,381.7963
2023-01-27,381.7196
2023-01-26,381.4787
2023-01-25,381.3215
2023-01-24,381.1759
2023-01-23,380.6352
2023-01-20,380.2385
2023-01-19,379.8945
2023-01-18,379.6216
2023-01-17,379.1899
2023-01-13,378.7108
2023-01-12,378.4043
2023-01-11,378.1604
2023-01-10,377.9990
2023-01-09,377.7587
2023-01-06,377.6107
2023-01-05,377.5146
2023-01-04,377.4706
2023-01-03,377.2527
2022-12-30,376.9201
2022-12-29,376.6161
2022-12-28,376.3432
2022-12-27,376.1189
2022-12-23,375.6244
2022-12-22,375.2620
2022-12-21,374.7600
2022-12-20,374.1737
2022-12-19,373.7422
2022-12-16,373.3745
2022-12-15,373.1450
2022-12-14,372.9023
2022-12-13,372.4874
2022-12-12,371.8029
2022-12-09,370.9942
2022-12-08,370.4040
2022-12-07,369.9062
2022-12-06,369.3297
2022-12-05,368.7582
2022-12-02,368.1457
2022-12-01,367.5129
2022-11-30,366.9323
2022-11-29,366.4756
2022-11-28,366.3463
2022-11-25,366.1459
2022-11-23,365.8784
2022-11-22,365.6955
2022-11-21,365.5325
2022-11-18,365.8168
2022-11-17,365.9889
2022-11-16,366.0759
2022-11-15,366.0892
2022-11-14,365.9084
2022-11-11,365.8213
2022-11-10,365.7492
2022-11-09,365.7271
2022-11-08,366.1615
2022-11-07,366.5288
2022-11-04,366.9874
2022-11-03,367.7894
2022-11-02,368.5822
2022-11-01,369.2749
2022-10-31,369.8000
2022-10-28,370.4619
2022-10-27,371.1803
2022-10-26,372.0497
2022-10-25,372.9384
2022-10-24,373.7548
2022-10-21,374.6544
2022-10-20,375.5056
2022-10-19,376.5287
2022-10-18,377.3254
2022-10-17,378.1028
2022-10-14,378.9729
2022-10-13,380.0344
2022-10-12,380.9399
2022-10-11,381.9043
2022-10-10,382.8981
2022-10-07,383.8714
2022-10-06,384.6768
2022-10-05,385.1838
2022-10-04,385.4197
2022-10-03,385.7289
2022-09-30,386.2487
2022-09-29,387.0224
2022-09-28,387.6100
2022-09-27,387.9995
2022-09-26,388.3285
2022-09-23,388.7008
2022-09-22,388.8635
2022-09-21,388.9225
2022-09-20,388.9587
2022-09-19,388.9307
2022-09-16,388.9020
2022-09-15,388.9374
2022-09-14,388.8049
2022-09-13,388.5612
2022-09-12,388.3326
2022-09-09,387.6825
2022-09-08,387.1762
2022-09-07,386.7958
2022-09-06,386.6187
2022-09-02,386.6055
2022-09-01,386.3322
2022-08-31,385.9074
2022-08-30,385.5197
2022-08-29,384.8960
2022-08-26,384.1720
2022-08-25,383.6373
2022-08-24,382.7264
2022-08-23,381.9499
2022-08-22,381.4829
2022-08-19,381.2200
2022-08-18,380.9755
2022-08-17,380.7068
2022-08-16,380.3863
2022-08-15,379.9829
2022-08-12,379.7273
2022-08-11,379.3558
2022-08-10,379.1855
2022-08-09,379.0600
2022-08-08,378.9100
2022-08-05,378.5760
2022-08-04,378.1659
2022-08-03,377.8005
2022-08-02,377.2897
2022-08-01,376.8989
2022-07-29,376.5019
2022-07-28,376.3974
2022-07-27,376.2490
2022-07-26,376.2288
2022-07-25,376.2243
2022-07-22,376.1375
2022-07-21,376.1816
2022-07-20,376.1367
2022-07-19,376.4221
2022-07-18,376.8031
2022-07-15,377.6759
2022-07-14,378.2439
2022-07-13,378.9147
2022-07-12,379.5201
2022-07-11,380.3904
2022-07-08,380.9929
2022-07-07,381.4873
2022-07-06,382.2138
2022-07-05,383.0035
2022-07-01,384.0488
2022-06-30,385.2357
2022-06-29,386.5058
2022-06-28,387.5806
2022-06-27,388.6460
2022-06-24,389.6643
2022-06-23,390.5575
2022-06-22,391.7137
2022-06-21,393.0876
2022-06-17,394.4713
2022-06-16,395.9894
2022-06-15,397.6093
2022-06-14,399.0989
2022-06-13,400.6164
2022-06-10,402.0876
2022-06-09,403.4103
2022-06-08,404.5642
2022-06-07,405.4221
2022-06-06,406.1314
2022-06-03,406.8743
2022-06-02,407.5128
2022-06-01,408.1309
2022-05-31,408.7990
2022-05-27,409.4054
2022-05-26,409.8749
2022-05-25,410.4311
2022-05-24,410.9589
2022-05-23,411.3781
2022-05-20,411.7977
2022-05-19,412.4609
2022-05-18,413.1643
2022-05-17,413.6080
2022-05-16,413.7966
2022-05-13,414.3870
2022-05-12,415.0139
2022-05-11,415.8626
2022-05-10,416.5520
2022-05-09,417.2469
2022-05-06,417.9810
2022-05-05,418.2814
2022-05-04,418.4128
2022-05-03,418.3973
2022-05-02,418.7145
2022-04-29,419.1222
2022-04-28,419.7602
2022-04-27,420.0850
2022-04-26,420.4767
2022-04-25,420.9185
2022-04-22,421.2915
2022-04-21,421.8693
2022-04-20,422.0900
2022-04-19,422.1127
2022-04-18,422.1566
2022-04-14,422.2960
2022-04-13,422.6446
2022-04-12,422.8030
2022-04-11,422.9996
2022-04-08,423.0126
2022-04-07,422.6737
2022-04-06,422.3528
2022-04-05,422.0959
2022-04-04,421.8552
2022-04-01,421.4682
2022-03-31,421.3235
2022-03-30,421.2990
2022-03-29,421.2298
2022-03-28,421.2633
2022-03-25,421.4014
2022-03-24,421.7256
2022-03-23,422.0677
2022-03-22,422.4571
2022-03-21,422.7464
2022-03-18,423.1710
2022-03-17,423.6015
2022-03-16,424.2996
2022-03-15,425.1051
2022-03-14,426.0389
2022-03-11,427.1711
2022-03-10,428.2698
2022-03-09,429.2532
2022-03-08,430.2073
2022-03-07,431.2474
2022-03-04,432.1710
2022-03-03,432.7622
2022-03-02,433.1309
2022-03-01,433.5516
2022-02-28,434.2180
2022-02-25,434.8362
2022-02-24,435.2949
2022-02-23,435.9957
2022-02-22,436.8976
2022-02-18,437.5699
2022-02-17,438.2134
2022-02-16,438.7792
2022-02-15,438.9814
2022-02-14,439.0908
2022-02-11,439.4116
2022-02-10,439.5732
2022-02-09,439.6617
2022-02-08,439.7654
2022-02-07,439.8880
2022-02-04,440.2806
2022-02-03,440.6219
2022-02-02,440.9916
2022-02-01,441.1807
2022-01-31,441.4700
2022-01-28,441.7871
2022-01-27,442.2784
2022-01-26,442.9393
2022-01-25,443.5563
2022-01-24,444.0856
2022-01-21,444.5093
2022-01-20,445.0403
2022-01-19,445.4330
2022-01-18,445.7224
2022-01-14,445.8902
2022-01-13,445.8587
2022-01-12,445.7771
2022-01-11,445.5358
2022-01-10,445.3037
2022-01-07,445.1351
2022-01-06,444.8718
2022-01-05,444.6116
2022-01-04,444.3352
2022-01-03,443.8370
2021-12-31,443.3447
2021-12-30,442.8825
2021-12-29,442.3636
2021-12-28,441.7536
2021-12-27,441.1301
2021-12-23,440.4349
2021-12-22,439.7276
2021-12-21,439.0462
2021-12-20,438.4738
2021-12-17,438.1165
2021-12-16,437.6809
2021-12-15,437.0792
2021-12-14,436.3641
2021-12-13,435.7020
2021-12-10,435.0854
2021-12-09,434.2921
2021-12-08,433.6838
2021-12-07,433.0011
2021-12-06,432.5121
2021-12-03,432.2283
2021-12-02,432.0331
2021-12-01,431.6604
2021-11-30,431.3387
2021-11-29,430.9283
2021-11-26,430.4859
2021-11-24,430.2334
2021-11-23,429.7947
2021-11-22,429.3093
2021-11-19,428.8816
2021-11-18,428.4070
2021-11-17,427.9837
2021-11-16,427.6273
2021-11-15,427.2598
2021-11-12,426.9582
2021-11-11,426.6619
2021-11-10,426.4058
2021-11-09,426.1480
2021-11-08,425.8313
2021-11-05,425.4474
2021-11-04,424.9953
2021-11-03,424.6244
2021-11-02,424.2774
2021-11-01,423.9707
