contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
SPY240923C00300000,SPY,2024-09-23,300.00,call,269.47,269.50,268.93,60,270.06,1,12,0,2024-09-23,3.79887,1.00000,0.00000,-0.03969,0.00000,0.00822
SPY240923C00305000,SPY,2024-09-23,305.00,call,0.00,264.50,263.93,60,265.06,1,0,0,2024-09-23,3.72843,1.00000,0.00000,-0.04035,0.00000,0.00836
SPY240923C00310000,SPY,2024-09-23,310.00,call,0.00,259.50,258.93,60,260.06,1,0,0,2024-09-23,3.65800,1.00000,0.00000,-0.04102,0.00000,0.00849
SPY240923C00315000,SPY,2024-09-23,315.00,call,0.00,254.50,253.93,60,255.06,1,0,0,2024-09-23,3.58756,1.00000,0.00000,-0.04168,0.00000,0.00863
SPY240923C00320000,SPY,2024-09-23,320.00,call,0.00,249.50,248.93,60,250.06,1,0,0,2024-09-23,3.51713,1.00000,0.00000,-0.04234,0.00000,0.00877
SPY240923C00325000,SPY,2024-09-23,325.00,call,0.00,244.50,243.93,60,245.06,1,0,0,2024-09-23,3.44669,1.00000,0.00000,-0.04300,0.00000,0.00890
SPY240923C00330000,SPY,2024-09-23,330.00,call,0.00,239.50,238.93,60,240.06,1,0,0,2024-09-23,3.37626,1.00000,0.00000,-0.04366,0.00000,0.00904
SPY240923C00335000,SPY,2024-09-23,335.00,call,0.00,234.50,233.93,60,235.06,1,0,0,2024-09-23,3.30582,1.00000,0.00000,-0.04432,0.00000,0.00918
SPY240923C00340000,SPY,2024-09-23,340.00,call,0.00,229.50,228.93,60,230.06,1,0,0,2024-09-23,3.23538,1.00000,0.00000,-0.04499,0.00000,0.00931
SPY240923C00345000,SPY,2024-09-23,345.00,call,0.00,224.50,223.93,60,225.06,1,0,0,2024-09-23,3.16495,1.00000,0.00000,-0.04565,0.00000,0.00945
SPY240923C00350000,SPY,2024-09-23,350.00,call,211.78,219.50,218.93,60,220.06,1,0,0,2024-09-23,3.09451,1.00000,0.00000,-0.04631,0.00000,0.00959
SPY240923C00355000,SPY,2024-09-23,355.00,call,0.00,214.50,213.93,60,215.06,1,0,0,2024-09-23,3.02408,1.00000,0.00000,-0.04697,0.00000,0.00972
SPY240923C00360000,SPY,2024-09-23,360.00,call,0.00,209.50,208.93,60,210.06,1,0,0,2024-09-23,2.95364,1.00000,0.00000,-0.04763,0.00000,0.00986
SPY240923C00365000,SPY,2024-09-23,365.00,call,0.00,204.50,203.93,60,205.06,1,0,0,2024-09-23,2.88321,1.00000,0.00000,-0.04829,0.00000,0.01000
SPY240923C00370000,SPY,2024-09-23,370.00,call,0.00,199.50,198.93,60,200.06,1,0,0,2024-09-23,2.81277,1.00000,0.00000,-0.04896,0.00000,0.01014
SPY240923C00375000,SPY,2024-09-23,375.00,call,0.00,194.50,193.93,60,195.06,1,0,0,2024-09-23,2.74234,1.00000,0.00000,-0.04962,0.00000,0.01027
SPY240923C00380000,SPY,2024-09-23,380.00,call,0.00,189.50,188.93,60,190.06,1,0,0,2024-09-23,2.67190,1.00000,0.00000,-0.05028,0.00000,0.01041
SPY240923C00385000,SPY,2024-09-23,385.00,call,0.00,184.50,183.93,60,185.06,1,0,0,2024-09-23,2.60147,1.00000,0.00000,-0.05094,0.00000,0.01055
