contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
NVDA240112P00070000,NVDA,2024-01-12,70.00,put,0.01,0.01,0.00,0,0.25,36,0,1,2024-01-12,6.99822,-0.00001,0.00000,-0.00879,0.00002,-0.00000
NVDA240112P00080000,NVDA,2024-01-12,80.00,put,0.00,0.01,0.00,0,0.25,36,0,0,2024-01-12,6.85154,-0.00004,0.00000,-0.02478,0.00005,-0.00000
NVDA240112P00090000,NVDA,2024-01-12,90.00,put,0.00,0.01,0.00,0,0.25,36,0,0,2024-01-12,6.70486,-0.00010,0.00000,-0.05857,0.00012,-0.00000
NVDA240112P00100000,NVDA,2024-01-12,100.00,put,0.00,0.01,0.00,0,0.16,24,0,0,2024-01-12,9.56015,-0.00013,0.00000,-0.07071,0.00015,-0.00000
NVDA240112P00110000,NVDA,2024-01-12,110.00,put,0.00,0.01,0.00,0,0.16,24,0,0,2024-01-12,9.02845,-0.00014,0.00000,-0.07067,0.00016,-0.00000
NVDA240112P00120000,NVDA,2024-01-12,120.00,put,0.00,0.01,0.00,0,0.16,24,0,0,2024-01-12,8.54462,-0.00015,0.00000,-0.07062,0.00017,-0.00000
NVDA240112P00130000,NVDA,2024-01-12,130.00,put,0.00,0.01,0.00,0,0.16,24,0,0,2024-01-12,8.10073,-0.00016,0.00000,-0.07054,0.00017,-0.00000
NVDA240112P00140000,NVDA,2024-01-12,140.00,put,0.00,0.01,0.00,0,0.16,24,0,0,2024-01-12,7.69053,-0.00017,0.00000,-0.07044,0.00018,-0.00000
NVDA240112P00150000,NVDA,2024-01-12,150.00,put,0.02,0.01,0.00,0,0.16,24,0,1,2024-01-12,7.30944,-0.00018,0.00000,-0.07032,0.00019,-0.00000
NVDA240112P00160000,NVDA,2024-01-12,160.00,put,0.01,0.01,0.00,0,0.16,24,0,10,2024-01-12,6.95350,-0.00019,0.00000,-0.07020,0.00020,-0.00000
NVDA240112P00170000,NVDA,2024-01-12,170.00,put,0.00,0.01,0.00,0,0.16,24,0,0,2024-01-12,6.61952,-0.00019,0.00000,-0.07005,0.00021,-0.00000
NVDA240112P00180000,NVDA,2024-01-12,180.00,put,0.03,0.01,0.00,0,0.01,10,0,83,2024-01-12,6.30504,-0.00020,0.00000,-0.06990,0.00022,-0.00000
NVDA240112P00190000,NVDA,2024-01-12,190.00,put,0.01,0.01,0.00,0,0.16,24,0,6,2024-01-12,6.00780,-0.00022,0.00000,-0.06974,0.00023,-0.00000
NVDA240112P00200000,NVDA,2024-01-12,200.00,put,0.01,0.01,0.00,0,0.16,24,0,87,2024-01-12,5.72579,-0.00023,0.00001,-0.06953,0.00024,-0.00000
NVDA240112P00210000,NVDA,2024-01-12,210.00,put,0.01,0.01,0.00,0,0.16,30,0,16,2024-01-12,5.45781,-0.00024,0.00001,-0.06934,0.00025,-0.00000
NVDA240112P00220000,NVDA,2024-01-12,220.00,put,0.02,0.01,0.00,0,0.01,2005,0,67,2024-01-12,5.20233,-0.00025,0.00001,-0.06914,0.00027,-0.00000
