contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
NVDA250117C00000500,NVDA,2025-01-17,0.50,call,131.70,132.75,130.85,300,134.65,300,34,28524,2025-01-13,3.19795,1.00000,0.00000,-0.00006,0.00000,0.00005
NVDA250117C00001000,NVDA,2025-01-17,1.00,call,131.30,132.32,130.35,300,134.30,300,15,444,2025-01-13,3.18591,1.00000,0.00000,-0.00013,0.00000,0.00011
NVDA250117C00001500,NVDA,2025-01-17,1.50,call,135.10,131.80,129.95,300,133.65,300,0,242,2025-01-13,3.17386,1.00000,0.00000,-0.00024,0.00000,0.00016
NVDA250117C00002000,NVDA,2025-01-17,2.00,call,133.40,131.27,129.35,300,133.20,300,0,146,2025-01-13,3.16181,1.00000,0.00000,-0.00048,0.00000,0.00022
NVDA250117C00002500,NVDA,2025-01-17,2.50,call,148.90,130.72,128.95,300,132.50,20,0,222,2025-01-13,3.14977,1.00000,0.00000,-0.00030,0.00000,0.00027
NVDA250117C00003000,NVDA,2025-01-17,3.00,call,137.03,130.18,128.35,300,132.00,300,0,8929,2025-01-13,3.13772,1.00000,0.00000,-0.00036,0.00000,0.00033
NVDA250117C00003500,NVDA,2025-01-17,3.50,call,0.00,129.65,127.80,300,131.50,20,0,213,2025-01-13,3.12567,1.00000,0.00000,-0.00042,0.00000,0.00038
NVDA250117C00004000,NVDA,2025-01-17,4.00,call,132.26,129.15,127.30,300,131.00,20,0,1091,2025-01-13,3.11363,1.00000,0.00000,-0.00047,0.00000,0.00044
NVDA250117C00004500,NVDA,2025-01-17,4.50,call,0.00,128.65,126.80,300,130.50,20,0,256,2025-01-13,3.10158,1.00000,0.00000,-0.00053,0.00000,0.00049
NVDA250117C00005000,NVDA,2025-01-17,5.00,call,126.60,128.15,126.30,300,130.00,20,346,8549,2025-01-13,3.08953,1.00000,0.00000,-0.00059,0.00000,0.00055
NVDA250117C00005500,NVDA,2025-01-17,5.50,call,130.73,127.65,125.80,300,129.50,300,0,1038,2025-01-13,3.07748,1.00000,0.00000,-0.00065,0.00000,0.00060
